SID,timepoint_cmtv,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,period,time_d,mgCO2_jar,time_d_cmtv
HEW22-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
HEW41-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
HEW41-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
HEW42-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
HEW42-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG38-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG38-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG40-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG40-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG46-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEG46-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEW11-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEW11-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEW34-2-1,10,,43437.75,2018,12,3.75,1/21/19 12:07,2019,1,21.50486111,inc,48.75,9.992696268,48.75
SEW34-2-2,10,,43437.75,2018,12,3.75,1/21/19 12:07,2019,1,21.50486111,inc,48.75,14.84637027,48.75
SEW43-2-1,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
SEW43-2-2,10,,43437.75,2018,12,3.75,1/21/19 0:00,2019,1,21,inc,48.25,,48.25
